,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,opponent
7630,Jump Shot,Jump Shot,112,20101121,33.9533,-98,91,-118.3678,1,1,0,2001-02,38,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/9/2002,UTA
7631,Jump Shot,Jump Shot,126,20600381,33.8663,141,178,-118.1288,10,2,0,2006-07,38,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/22/2006,NJN
7632,Jump Shot,Jump Shot,426,29600935,33.7953,36,249,-118.2338,5,4,0,1996-97,17,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/16/1997,TOR
7633,Jump Shot,Jump Shot,186,21000759,33.8603,106,184,-118.1638,6,2,0,2010-11,45,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/7/2011,MEM
7634,Jump Shot,Jump Shot,500,20900363,33.9693,-128,75,-118.3978,1,4,0,2009-10,48,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/16/2009,MIL
7635,Jump Shot,Jump Shot,383,21100567,33.8963,143,148,-118.1268,7,4,0,2011-12,11,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/6/2012,DET
7636,Slam Dunk Shot,Dunk,364,29900718,34.0443,0,0,-118.2698,9,4,0,1999-00,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/16/2000,CHA
7637,Jump Shot,Jump Shot,288,29900267,33.9103,-119,134,-118.3888,6,3,0,1999-00,24,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/8/1999,SAC
7638,Jump Shot,Jump Shot,271,20300070,34.0273,232,17,-118.0378,8,3,0,2003-04,8,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/7/2003,NOH
7639,Layup Shot,Layup,143,20600657,34.0443,0,0,-118.2698,9,2,0,2006-07,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/28/2007,SAS
7640,Jump Shot,Jump Shot,309,20000098,33.9113,-84,133,-118.3538,4,3,0,2000-01,34,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/12/2000,HOU
7641,Jump Shot,Jump Shot,293,20400382,34.0423,62,2,-118.2078,3,3,0,2004-05,37,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/25/2004,MIA
7642,Jump Shot,Jump Shot,87,21000692,33.9923,-65,52,-118.3348,2,1,0,2010-11,24,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1/28/2011,SAC
7643,Jump Shot,Jump Shot,320,20600994,33.8203,179,224,-118.0908,1,3,0,2006-07,49,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/18/2007,MIN
7644,Jump Shot,Jump Shot,133,20800063,33.8613,89,183,-118.1808,0,1,0,2008-09,0,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/5/2008,LAC
7645,Jump Shot,Jump Shot,259,40900313,33.8283,-180,216,-118.4498,0,2,1,2009-10,0,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/23/2010,PHX
7646,Jump Shot,Jump Shot,231,20900083,33.9183,58,126,-118.2118,5,2,0,2009-10,2,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/6/2009,MEM
7647,Jump Shot,Jump Shot,501,21500776,34.0373,225,7,-118.0448,3,4,0,2015-16,3,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2/8/2016,IND
7648,Jump Shot,Jump Shot,510,20601044,33.7973,115,247,-118.1548,1,4,0,2006-07,3,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/25/2007,GSW
7649,Jump Shot,Jump Shot,269,20400930,33.8023,-25,242,-118.2948,8,3,0,2004-05,12,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/14/2005,WAS
7650,Jump Shot,Jump Shot,152,20700843,34.0223,-235,22,-118.5048,7,2,0,2007-08,35,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2/26/2008,POR
7651,Jump Shot,Jump Shot,393,20200917,33.9063,108,138,-118.1618,5,4,0,2002-03,28,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/11/2003,CHI
7652,Jump Shot,Jump Shot,528,49700073,33.8633,-201,181,-118.4708,0,4,1,1997-98,15,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/22/1998,UTA
7653,Jump Shot,Jump Shot,5,20900157,33.8793,18,165,-118.2518,11,1,0,2009-10,14,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/17/2009,DET
7654,Layup Shot,Layup,65,20300156,34.0443,0,0,-118.2698,5,1,0,2003-04,24,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/2003,NYK
7655,Jump Shot,Jump Shot,288,20600838,34.0243,23,20,-118.2468,7,3,0,2006-07,39,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/25/2007,GSW
7656,Turnaround Fadeaway shot,Jump Shot,288,21200807,33.9153,86,129,-118.1838,9,3,0,2012-13,35,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/20/2013,BOS
7657,Layup Shot,Layup,572,20800037,34.0443,0,0,-118.2698,1,4,0,2008-09,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/2008,DEN
7658,Driving Layup Shot,Layup,213,29900230,34.0443,0,0,-118.2698,3,2,0,1999-00,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/3/1999,POR
7659,Driving Layup Shot,Layup,92,20400407,34.0443,0,0,-118.2698,3,1,0,2004-05,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/28/2004,TOR
7660,Jump Shot,Jump Shot,407,40000069,33.7993,-8,245,-118.2778,3,4,1,2000-01,22,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/19/2001,SAS
7661,Layup Shot,Layup,271,29701022,34.0443,0,0,-118.2698,6,3,0,1997-98,46,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/28/1998,UTA
7662,Finger Roll Shot,Layup,241,20100768,34.0273,24,17,-118.2458,0,2,0,2001-02,7,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/21/2002,CLE
7663,Layup Shot,Layup,103,29800025,34.0443,0,0,-118.2698,0,1,0,1998-99,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/7/1999,UTA
7664,Driving Finger Roll Layup Shot,Layup,330,20900516,34.0073,-8,37,-118.2778,4,3,0,2009-10,40,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/6/2010,LAC
7665,Fadeaway Jump Shot,Jump Shot,77,21200807,33.8713,-48,173,-118.3178,4,1,0,2012-13,11,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2/20/2013,BOS
7666,Jump Shot,Jump Shot,115,21200949,34.0163,-112,28,-118.3818,0,1,0,2012-13,32,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/12/2013,ORL
7667,Jump Shot,Jump Shot,280,20200142,34.0113,100,33,-118.1698,6,3,0,2002-03,57,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/17/2002,HOU
7668,Jump Shot,Jump Shot,64,20700664,33.9453,0,99,-118.2698,4,1,0,2007-08,31,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/29/2008,NYK
7669,Jump Shot,Jump Shot,436,20200563,33.8733,-49,171,-118.3188,1,4,0,2002-03,44,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1/17/2003,HOU
7670,Jump Shot,Jump Shot,213,20601118,33.9303,-120,114,-118.3898,1,2,0,2006-07,28,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/4/2007,LAC
7671,Layup Shot,Layup,271,20401082,34.0443,-2,0,-118.2718,8,3,0,2004-05,19,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/2/2005,SAS
7672,Turnaround Jump Shot,Jump Shot,239,40100403,34.0293,125,15,-118.1448,10,3,1,2001-02,58,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,6/9/2002,NJN
7673,Jump Shot,Jump Shot,220,20500646,33.8573,-195,187,-118.4648,2,2,0,2005-06,9,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/29/2006,DET
7674,Layup Shot,Layup,280,20900914,34.0443,0,0,-118.2698,1,2,0,2009-10,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/5/2010,CHA
7675,Jump Shot,Jump Shot,343,20101000,33.9323,85,112,-118.1848,1,3,0,2001-02,37,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/24/2002,SAC
7676,Jump Shot,Jump Shot,114,21000793,33.8583,-40,186,-118.3098,0,1,0,2010-11,0,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2/11/2011,NYK
7677,Jump Shot,Jump Shot,343,20900476,33.8303,-158,214,-118.4278,1,3,0,2009-10,58,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/1/2010,SAC
7678,Jump Shot,Jump Shot,282,20700675,34.0193,79,25,-118.1908,6,3,0,2007-08,8,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1/31/2008,DET
7679,Driving Layup Shot,Layup,128,29700370,34.0443,0,0,-118.2698,8,2,0,1997-98,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/22/1997,HOU
7680,Jump Shot,Jump Shot,182,40500153,33.9983,-2,46,-118.2718,6,2,1,2005-06,13,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/28/2006,PHX
7681,Jump Shot,Jump Shot,413,20900658,33.9593,-243,85,-118.5128,3,4,0,2009-10,40,25,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1/26/2010,WAS
7682,Turnaround Jump Shot,Jump Shot,202,40800314,34.0273,187,17,-118.0828,6,2,1,2008-09,17,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/25/2009,DEN
7683,Jump Shot,Jump Shot,156,40800227,33.7873,-52,257,-118.3218,7,2,1,2008-09,54,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/17/2009,HOU
7684,Jump Shot,Jump Shot,438,20500813,34.0533,140,-9,-118.1298,4,4,0,2005-06,7,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/24/2006,LAC
7685,Fadeaway Jump Shot,Jump Shot,413,20900281,34.0373,-109,7,-118.3788,11,4,0,2009-10,18,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/4/2009,MIA
7686,Turnaround Jump Shot,Jump Shot,210,20300500,34.0183,-89,26,-118.3588,4,2,0,2003-04,3,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/7/2004,DEN
7687,Alley Oop Dunk Shot,Dunk,277,20900437,34.0443,0,0,-118.2698,9,3,0,2009-10,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/26/2009,SAC
7688,Jump Shot,Jump Shot,267,21100571,33.9343,222,110,-118.0478,0,2,0,2011-12,6,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/7/2012,WAS
7689,Jump Shot,Jump Shot,179,29800145,33.9403,143,104,-118.1268,7,2,0,1998-99,3,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/23/1999,VAN
7690,Jump Shot,Jump Shot,255,21200863,33.8903,189,154,-118.0808,10,3,0,2012-13,44,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/28/2013,MIN
7691,Jump Shot,Jump Shot,268,20500981,34.0703,164,-26,-118.1058,6,3,0,2005-06,8,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/19/2006,CLE
7692,Jump Shot,Jump Shot,409,20700843,33.8123,120,232,-118.1498,4,4,0,2007-08,4,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/26/2008,POR
7693,Follow Up Dunk Shot,Dunk,144,20400053,34.0443,0,0,-118.2698,11,2,0,2004-05,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/9/2004,NOP
7694,Fadeaway Jump Shot,Jump Shot,67,20900852,33.9173,6,127,-118.2638,2,1,0,2009-10,41,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2/24/2010,DAL
7695,Jump Shot,Jump Shot,151,29900800,33.9513,-18,93,-118.2878,6,2,0,1999-00,26,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2/27/2000,HOU
7696,Jump Shot,Jump Shot,15,21500301,33.8953,66,149,-118.2038,10,1,0,2015-16,8,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/6/2015,DET
7697,Dunk Shot,Dunk,167,20800170,34.0443,0,0,-118.2698,6,2,0,2008-09,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/20/2008,PHX
7698,Driving Layup Shot,Layup,452,20300500,34.0443,0,0,-118.2698,6,4,0,2003-04,25,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/7/2004,DEN
7699,Jump Shot,Jump Shot,254,20500203,33.8753,-49,169,-118.3188,10,3,0,2005-06,21,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/29/2005,SAS
7700,Jump Shot,Jump Shot,71,40300313,33.9963,-174,48,-118.4438,2,1,1,2003-04,4,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/25/2004,MIN
7701,Jump Shot,Jump Shot,212,21400097,33.8163,-97,228,-118.3668,2,2,0,2014-15,4,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/9/2014,CHA
7702,Jump Shot,Jump Shot,8,20600969,34.0313,169,13,-118.1008,11,1,0,2006-07,18,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/15/2007,DEN
7703,Jump Shot,Jump Shot,521,21100050,33.8113,95,233,-118.1748,0,4,0,2011-12,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/31/2011,DEN
7704,Jump Shot,Jump Shot,106,20100595,34.0333,-122,11,-118.3918,11,2,0,2001-02,47,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/23/2002,LAC
7705,Pullup Jump shot,Jump Shot,313,21100621,33.9963,111,48,-118.1588,4,3,0,2011-12,14,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/13/2012,MEM
7706,Reverse Layup Shot,Layup,272,20900329,34.0443,0,0,-118.2698,7,3,0,2009-10,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/11/2009,MIN
7707,Step Back Jump shot,Jump Shot,562,21500135,33.8563,-181,188,-118.4508,0,4,0,2015-16,39,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/13/2015,DAL
7708,Layup Shot,Layup,66,40100232,34.0443,0,0,-118.2698,4,1,1,2001-02,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/7/2002,SAS
7709,Running Jump Shot,Jump Shot,31,20800695,33.9393,-41,105,-118.3108,8,1,0,2008-09,25,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/31/2009,MEM
7710,Jump Shot,Jump Shot,92,20700515,33.8883,113,156,-118.1568,0,1,0,2007-08,32,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/9/2008,NOH
7711,Jump Shot,Jump Shot,422,21201162,33.8553,170,189,-118.0998,7,4,0,2012-13,43,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/9/2013,NOH
7712,Jump Shot,Jump Shot,174,29800452,33.8583,-63,186,-118.3328,0,2,0,1998-99,49,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/2/1999,PHX
7713,Layup Shot,Layup,204,20600096,34.0443,0,0,-118.2698,2,2,0,2006-07,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/2006,MEM
7714,Running Bank shot,Bank Shot,517,20800871,33.9533,-41,91,-118.3108,4,4,0,2008-09,13,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2/27/2009,DEN
7715,Jump Shot,Jump Shot,367,29700596,33.8503,-85,194,-118.3548,2,3,0,1997-98,4,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/24/1998,SEA
7716,Jump Shot,Jump Shot,490,21100810,34.0033,-213,41,-118.4828,0,4,0,2011-12,24,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/4/2012,LAC
7717,Jump Shot,Jump Shot,396,40000072,33.9973,-160,47,-118.4298,9,4,1,2000-01,38,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/27/2001,SAS
7718,Layup Shot,Layup,287,21000094,34.0353,21,9,-118.2488,6,3,0,2010-11,19,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/7/2010,POR
7719,Jump Shot,Jump Shot,228,21000982,34.0403,-101,4,-118.3708,1,2,0,2010-11,47,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/12/2011,DAL
7720,Layup Shot,Layup,424,20400494,34.0443,0,0,-118.2698,2,4,0,2004-05,50,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/10/2005,MIN
7721,Jump Shot,Jump Shot,368,20801216,33.8773,124,167,-118.1458,4,3,0,2008-09,51,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/14/2009,UTA
7722,Fadeaway Jump Shot,Jump Shot,190,20600418,33.9043,-133,140,-118.4028,5,2,0,2006-07,27,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/27/2006,ORL
7723,Jump Shot,Jump Shot,129,40300404,33.9813,36,63,-118.2338,9,2,1,2003-04,27,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,6/13/2004,DET
7724,Jump Shot,Jump Shot,496,20800871,33.8723,187,172,-118.0828,5,4,0,2008-09,37,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/27/2009,DEN
7725,Driving Dunk Shot,Dunk,68,20201017,34.0443,0,0,-118.2698,4,1,0,2002-03,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/25/2003,ATL
7726,Jump Shot,Jump Shot,449,20901142,33.8303,-193,214,-118.4628,3,4,0,2009-10,48,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/4/2010,SAS
7727,Jump Shot,Jump Shot,296,20100301,34.0373,153,7,-118.1168,6,3,0,2001-02,37,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/11/2001,SEA
7728,Driving Layup Shot,Layup,372,29900680,34.0443,0,0,-118.2698,11,4,0,1999-00,41,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/7/2000,DEN
7729,Layup Shot,Layup,474,20000871,34.0443,0,0,-118.2698,3,4,0,2000-01,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/6/2001,GSW
7730,Jump Shot,Jump Shot,251,29900698,33.9013,115,143,-118.1548,2,2,0,1999-00,4,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/9/2000,MIN
7731,Driving Layup Shot,Layup,51,49900069,34.0443,0,0,-118.2698,4,1,1,1999-00,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/20/2000,POR
7732,Layup Shot,Layup,26,20200546,33.9603,-14,84,-118.2838,9,1,0,2002-03,24,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/15/2003,NOH
7733,Jump Shot,Jump Shot,332,21201137,33.8913,-73,153,-118.3428,0,3,0,2012-13,39,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/5/2013,MEM
7734,Jump Shot,Jump Shot,307,20000267,33.9053,96,139,-118.1738,3,3,0,2000-01,31,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/6/2000,GSW
7735,Jump Shot,Jump Shot,597,20500016,33.8193,-56,225,-118.3258,0,5,0,2005-06,0,23,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/2/2005,DEN
7736,Jump Shot,Jump Shot,433,21100589,34.0493,-199,-5,-118.4688,7,4,0,2011-12,2,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/9/2012,MIN
7737,Jump Shot,Jump Shot,401,20900935,33.8803,125,164,-118.1448,2,3,0,2009-10,37,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/7/2010,ORL
7738,Fadeaway Jump Shot,Jump Shot,183,21500440,33.9003,96,144,-118.1738,6,2,0,2015-16,54,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/25/2015,LAC
7739,Jump Shot,Jump Shot,386,20300050,34.0623,133,-18,-118.1368,11,4,0,2003-04,9,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/4/2003,MIL
7740,Slam Dunk Shot,Dunk,406,20201066,34.0443,0,0,-118.2698,2,4,0,2002-03,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/31/2003,MEM
7741,Jump Shot,Jump Shot,38,20500218,33.8473,-136,197,-118.4058,6,1,0,2005-06,49,23,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/1/2005,UTA
7742,Jump Shot,Jump Shot,56,21000030,33.8463,54,198,-118.2158,5,1,0,2010-11,39,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,10/29/2010,PHX
7743,Tip Shot,Tip Shot,64,20100161,34.0443,0,0,-118.2698,3,1,0,2001-02,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/21/2001,DEN
7744,Jump Shot,Jump Shot,305,21400056,33.9343,-7,110,-118.2768,10,3,0,2014-15,53,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/4/2014,PHX
7745,Turnaround Jump Shot,Jump Shot,231,20600678,33.9703,-21,74,-118.2908,11,3,0,2006-07,27,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/31/2007,BOS
7746,Jump Shot,Jump Shot,252,20900506,33.9703,23,74,-118.2468,10,3,0,2009-10,36,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/5/2010,HOU
7747,Layup Shot,Layup,413,20401154,34.0443,0,0,-118.2698,4,4,0,2004-05,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/11/2005,PHX
7748,Turnaround Jump Shot,Jump Shot,428,41000233,33.9433,-146,101,-118.4158,4,4,1,2010-11,33,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/6/2011,DAL
7749,Jump Shot,Jump Shot,62,20900516,33.8773,69,167,-118.2008,6,1,0,2009-10,35,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/6/2010,LAC
7750,Jump Shot,Jump Shot,344,20800170,33.9213,-217,123,-118.4868,1,3,0,2008-09,36,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/20/2008,PHX
7751,Jump Shot,Jump Shot,158,20500865,33.8983,140,146,-118.1298,9,2,0,2005-06,22,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/3/2006,GSW
7752,Jump Shot,Jump Shot,372,29600698,33.9473,55,97,-118.2148,10,4,0,1996-97,19,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2/12/1997,MIN
7753,Pullup Jump shot,Jump Shot,351,21200522,33.8523,113,192,-118.1568,0,3,0,2012-13,49,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/9/2013,SAS
7754,Jump Shot,Jump Shot,344,40100235,33.9453,-75,99,-118.3448,0,3,1,2001-02,7,12,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/14/2002,SAS
7755,Jump Shot,Jump Shot,456,20600977,33.9763,-26,68,-118.2958,1,4,0,2006-07,53,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/16/2007,POR
7756,Jump Shot,Jump Shot,393,20600809,33.8703,149,174,-118.1208,3,4,0,2006-07,51,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/21/2007,POR
7757,Jump Shot,Jump Shot,336,20700432,34.0213,-192,23,-118.4618,7,3,0,2007-08,32,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,12/28/2007,UTA
7758,Jump Shot,Jump Shot,164,49900072,33.8633,-111,181,-118.3808,5,2,1,1999-00,44,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/28/2000,POR
7759,Jump Shot,Jump Shot,41,29900267,33.9233,-147,121,-118.4168,7,1,0,1999-00,17,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/8/1999,SAC
7760,Turnaround Jump Shot,Jump Shot,72,20800612,33.9613,-76,83,-118.3458,2,1,0,2008-09,38,11,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1/19/2009,CLE
7761,Jump Shot,Jump Shot,298,29900537,33.8883,-128,156,-118.3978,3,3,0,1999-00,57,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/17/2000,SEA
7762,Jump Shot,Jump Shot,176,21300342,33.9483,154,96,-118.1158,6,2,0,2013-14,52,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,12/14/2013,CHA
7763,Jump Shot,Jump Shot,463,20600598,33.8423,158,202,-118.1118,1,4,0,2006-07,45,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/20/2007,NOP
7764,Driving Layup Shot,Layup,12,20200372,34.0443,0,0,-118.2698,10,1,0,2002-03,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/20/2002,PHI
7765,Jump Shot,Jump Shot,88,20800267,33.9703,124,74,-118.1458,0,1,0,2008-09,59,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/3/2008,PHI
7766,Jump Shot,Jump Shot,134,20800417,33.9813,129,63,-118.1408,11,2,0,2008-09,30,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/23/2008,NOH
7767,Jump Shot,Jump Shot,400,20600212,33.7863,-20,258,-118.2898,8,4,0,2006-07,33,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,11/28/2006,MIL
7768,Jump Shot,Jump Shot,447,20900238,33.8993,113,145,-118.1568,8,4,0,2009-10,46,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/28/2009,GSW
